Date,Shift,Units_Produced,Defects,Defect_Rate,Downtime_Minutes,Efficiency,Energy_Used,Labor_Hours
2024-04-08,Morning,953,34,0.0357,61,0.884,572,192
2024-04-08,Evening,1072,43,0.0401,49,0.813,548,194
2024-04-08,Night,837,31,0.037,70,0.857,620,173
2024-04-09,Morning,974,27,0.0277,89,0.926,576,187
2024-04-09,Evening,842,8,0.0095,103,0.924,770,177
2024-04-09,Night,980,33,0.0337,27,0.898,704,183
2024-04-10,Morning,920,18,0.0196,98,0.779,701,191
2024-04-10,Evening,991,20,0.0202,5,0.788,720,152
2024-04-10,Night,1048,14,0.0134,80,0.943,736,198
2024-04-11,Morning,869,26,0.0299,79,0.942,720,180
2024-04-11,Evening,1167,14,0.012,37,0.83,532,195
2024-04-11,Night,1035,26,0.0251,56,0.844,715,163
2024-04-12,Morning,1057,32,0.0303,26,0.963,644,181
2024-04-12,Evening,998,38,0.0381,17,0.932,669,177
2024-04-12,Night,903,42,0.0465,22,0.838,561,164
2024-04-13,Morning,1134,31,0.0273,22,0.868,661,157
2024-04-13,Evening,838,13,0.0155,49,0.925,520,194
2024-04-13,Night,829,34,0.041,42,0.817,650,189
2024-04-14,Morning,897,32,0.0357,15,0.756,664,176
2024-04-14,Evening,1144,42,0.0367,93,0.823,513,171
2024-04-14,Night,1065,38,0.0357,3,0.763,694,188
2024-04-15,Morning,1025,40,0.039,66,0.785,734,189
2024-04-15,Evening,998,48,0.0481,32,0.905,751,168
2024-04-15,Night,1040,22,0.0212,109,0.776,646,174
2024-04-16,Morning,815,15,0.0184,64,0.757,503,187
2024-04-16,Evening,898,21,0.0234,92,0.944,551,150
2024-04-16,Night,918,30,0.0327,4,0.83,634,191
2024-04-17,Morning,1011,48,0.0475,54,0.95,552,155
2024-04-17,Evening,969,16,0.0165,91,0.857,716,184
2024-04-17,Night,886,35,0.0395,2,0.919,547,200
2024-04-18,Morning,864,9,0.0104,23,0.965,547,183
2024-04-18,Evening,965,46,0.0477,14,0.822,600,195
2024-04-18,Night,1070,47,0.0439,114,0.978,759,189
2024-04-19,Morning,1111,33,0.0297,15,0.916,789,188
2024-04-19,Evening,1172,32,0.0273,112,0.967,547,195
2024-04-19,Night,1060,15,0.0142,24,0.795,592,193
2024-04-20,Morning,840,40,0.0476,37,0.807,770,178
2024-04-20,Evening,803,36,0.0448,41,0.84,560,192
2024-04-20,Night,1124,13,0.0116,17,0.752,548,152
2024-04-21,Morning,998,14,0.014,117,0.945,703,198
2024-04-21,Evening,1082,23,0.0213,59,0.876,530,168
2024-04-21,Night,1175,31,0.0264,113,0.977,573,180
2024-04-22,Morning,1005,33,0.0328,15,0.965,661,179
2024-04-22,Evening,1159,54,0.0466,113,0.829,743,194
2024-04-22,Night,1074,26,0.0242,25,0.768,656,194
2024-04-23,Morning,828,38,0.0459,31,0.796,569,165
2024-04-23,Evening,961,34,0.0354,44,0.884,783,157
2024-04-23,Night,1154,44,0.0381,67,0.872,508,185
2024-04-24,Morning,830,36,0.0434,19,0.8,762,184
2024-04-24,Evening,1128,44,0.039,46,0.773,718,182
2024-04-24,Night,922,11,0.0119,104,0.902,590,160
2024-04-25,Morning,1094,18,0.0165,53,0.774,694,174
2024-04-25,Evening,968,44,0.0455,17,0.884,718,152
2024-04-25,Night,1063,44,0.0414,96,0.825,786,186
2024-04-26,Morning,985,29,0.0294,40,0.879,780,150
2024-04-26,Evening,1128,14,0.0124,67,0.937,783,153
2024-04-26,Night,1027,35,0.0341,74,0.835,624,179
2024-04-27,Morning,1178,18,0.0153,43,0.763,659,185
2024-04-27,Evening,974,18,0.0185,0,0.851,683,185
2024-04-27,Night,907,16,0.0176,59,0.875,791,168
2024-04-28,Morning,1057,35,0.0331,39,0.807,747,187
2024-04-28,Evening,900,25,0.0278,11,0.79,612,152
2024-04-28,Night,1036,24,0.0232,9,0.838,759,157
2024-04-29,Morning,838,25,0.0298,65,0.87,768,150
2024-04-29,Evening,953,46,0.0483,81,0.798,571,189
2024-04-29,Night,1054,35,0.0332,1,0.953,760,166
2024-04-30,Morning,915,10,0.0109,41,0.902,541,161
2024-04-30,Evening,1047,13,0.0124,6,0.798,736,178
2024-04-30,Night,927,42,0.0453,37,0.977,652,167
2024-05-01,Morning,1196,29,0.0242,55,0.798,789,162
2024-05-01,Evening,1025,16,0.0156,39,0.922,725,186
2024-05-01,Night,1116,31,0.0278,97,0.825,760,163
2024-05-02,Morning,948,40,0.0422,101,0.848,736,196
2024-05-02,Evening,857,28,0.0327,14,0.945,507,175
2024-05-02,Night,933,40,0.0429,63,0.969,612,199
2024-05-03,Morning,954,37,0.0388,120,0.78,758,181
2024-05-03,Evening,1114,34,0.0305,12,0.799,670,157
2024-05-03,Night,964,28,0.029,92,0.857,797,178
2024-05-04,Morning,1143,19,0.0166,80,0.954,566,194
2024-05-04,Evening,859,27,0.0314,63,0.753,609,158
2024-05-04,Night,816,34,0.0417,76,0.97,787,162
2024-05-05,Morning,1086,46,0.0424,91,0.795,539,181
2024-05-05,Evening,816,23,0.0282,51,0.875,739,167
2024-05-05,Night,965,12,0.0124,104,0.821,780,165
2024-05-06,Morning,1031,50,0.0485,87,0.853,518,177
2024-05-06,Evening,1001,32,0.032,96,0.751,733,159
2024-05-06,Night,889,40,0.045,18,0.94,726,183
2024-05-07,Morning,930,29,0.0312,78,0.926,528,172
2024-05-07,Evening,819,16,0.0195,72,0.947,691,178
2024-05-07,Night,1156,51,0.0441,79,0.756,664,153
2024-05-08,Morning,1167,24,0.0206,106,0.754,799,161
2024-05-08,Evening,853,9,0.0106,55,0.826,528,190
2024-05-08,Night,902,27,0.0299,44,0.807,762,177
2024-05-09,Morning,1056,50,0.0473,84,0.793,740,195
2024-05-09,Evening,1179,15,0.0127,84,0.814,650,169
2024-05-09,Night,905,21,0.0232,31,0.797,792,191
2024-05-10,Morning,856,23,0.0269,10,0.765,534,164
2024-05-10,Evening,1184,40,0.0338,80,0.847,621,200
2024-05-10,Night,1065,44,0.0413,55,0.754,537,153
2024-05-11,Morning,976,34,0.0348,119,0.761,532,151
2024-05-11,Evening,842,40,0.0475,96,0.868,677,193
2024-05-11,Night,884,29,0.0328,41,0.89,591,180
2024-05-12,Morning,1184,39,0.0329,74,0.828,701,170
2024-05-12,Evening,1056,15,0.0142,40,0.805,624,191
2024-05-12,Night,1013,28,0.0276,23,0.928,502,196
2024-05-13,Morning,886,30,0.0339,17,0.951,535,190
2024-05-13,Evening,1162,43,0.037,99,0.962,518,178
2024-05-13,Night,1115,16,0.0143,117,0.849,524,165
2024-05-14,Morning,905,40,0.0442,76,0.862,731,153
2024-05-14,Evening,932,41,0.044,55,0.935,656,163
2024-05-14,Night,1020,20,0.0196,94,0.928,646,183
2024-05-15,Morning,910,18,0.0198,100,0.971,549,162
2024-05-15,Evening,976,45,0.0461,77,0.92,789,189
2024-05-15,Night,1063,51,0.048,38,0.766,551,174
2024-05-16,Morning,1027,15,0.0146,99,0.931,501,197
2024-05-16,Evening,1106,53,0.0479,88,0.925,541,160
2024-05-16,Night,1145,27,0.0236,12,0.78,656,181
2024-05-17,Morning,1038,32,0.0308,43,0.862,771,190
2024-05-17,Evening,1189,13,0.0109,26,0.812,628,160
2024-05-17,Night,811,26,0.0321,19,0.925,620,184
2024-05-18,Morning,1015,47,0.0463,32,0.835,756,184
2024-05-18,Evening,959,17,0.0177,23,0.752,792,187
2024-05-18,Night,1092,38,0.0348,23,0.866,516,154
2024-05-19,Morning,902,15,0.0166,58,0.783,667,176
2024-05-19,Evening,930,46,0.0495,72,0.966,590,160
2024-05-19,Night,1080,48,0.0444,106,0.839,677,173
2024-05-20,Morning,824,20,0.0243,119,0.819,675,163
2024-05-20,Evening,887,13,0.0147,96,0.964,753,167
2024-05-20,Night,1110,43,0.0387,32,0.789,665,168
2024-05-21,Morning,909,31,0.0341,76,0.916,788,173
2024-05-21,Evening,1016,23,0.0226,3,0.848,664,168
2024-05-21,Night,928,41,0.0442,34,0.93,780,157
2024-05-22,Morning,816,36,0.0441,12,0.841,704,185
2024-05-22,Evening,850,22,0.0259,58,0.898,762,183
2024-05-22,Night,1161,15,0.0129,33,0.969,762,188
2024-05-23,Morning,1108,43,0.0388,31,0.891,578,191
2024-05-23,Evening,1193,15,0.0126,111,0.883,655,166
2024-05-23,Night,1094,49,0.0448,111,0.953,671,195
2024-05-24,Morning,939,33,0.0351,88,0.864,634,168
2024-05-24,Evening,930,12,0.0129,117,0.827,514,168
2024-05-24,Night,1089,22,0.0202,78,0.861,689,194
2024-05-25,Morning,1170,42,0.0359,28,0.911,595,187
2024-05-25,Evening,816,17,0.0208,71,0.871,720,185
2024-05-25,Night,1085,36,0.0332,108,0.857,711,165
2024-05-26,Morning,1067,19,0.0178,11,0.752,663,170
2024-05-26,Evening,835,13,0.0156,30,0.978,635,151
2024-05-26,Night,1119,51,0.0456,54,0.781,785,194
2024-05-27,Morning,1122,30,0.0267,31,0.948,547,195
2024-05-27,Evening,846,12,0.0142,91,0.861,620,197
2024-05-27,Night,813,33,0.0406,29,0.814,503,198
2024-05-28,Morning,1130,48,0.0425,59,0.88,564,179
2024-05-28,Evening,851,25,0.0294,89,0.863,751,176
2024-05-28,Night,1026,50,0.0487,59,0.802,743,184
2024-05-29,Morning,843,12,0.0142,21,0.898,714,190
2024-05-29,Evening,989,13,0.0131,81,0.977,545,194
2024-05-29,Night,1037,19,0.0183,36,0.85,609,189
2024-05-30,Morning,939,33,0.0351,35,0.805,510,177
2024-05-30,Evening,1137,15,0.0132,63,0.796,799,153
2024-05-30,Night,808,33,0.0408,111,0.758,785,179
2024-05-31,Morning,802,37,0.0461,96,0.928,598,172
2024-05-31,Evening,863,36,0.0417,18,0.915,610,199
2024-05-31,Night,1141,53,0.0465,36,0.973,782,154
2024-06-01,Morning,1017,33,0.0324,41,0.784,735,166
2024-06-01,Evening,1157,43,0.0372,21,0.963,791,193
2024-06-01,Night,956,16,0.0167,98,0.836,554,160
2024-06-02,Morning,800,26,0.0325,105,0.977,783,173
2024-06-02,Evening,1134,13,0.0115,53,0.794,664,177
2024-06-02,Night,1085,49,0.0452,58,0.781,575,158
2024-06-03,Morning,884,41,0.0464,115,0.885,757,163
2024-06-03,Evening,845,22,0.026,18,0.758,716,192
2024-06-03,Night,880,12,0.0136,79,0.931,572,192
2024-06-04,Morning,973,26,0.0267,113,0.753,793,174
2024-06-04,Evening,843,12,0.0142,16,0.949,598,182
2024-06-04,Night,1090,28,0.0257,37,0.896,677,159
2024-06-05,Morning,828,37,0.0447,108,0.804,585,182
2024-06-05,Evening,1200,54,0.045,44,0.8,595,177
2024-06-05,Night,807,30,0.0372,26,0.882,530,166
2024-06-06,Morning,1130,56,0.0496,19,0.777,665,199
2024-06-06,Evening,856,42,0.0491,78,0.856,592,156
2024-06-06,Night,1143,54,0.0472,91,0.851,510,173
2024-06-07,Morning,896,41,0.0458,100,0.913,539,196
2024-06-07,Evening,1195,47,0.0393,94,0.878,666,163
2024-06-07,Night,1183,36,0.0304,45,0.892,796,183
2024-06-08,Morning,998,44,0.0441,110,0.947,767,200
2024-06-08,Evening,987,18,0.0182,24,0.951,634,195
2024-06-08,Night,943,20,0.0212,56,0.851,545,172
2024-06-09,Morning,825,28,0.0339,51,0.841,634,167
2024-06-09,Evening,861,9,0.0105,76,0.769,593,194
2024-06-09,Night,894,18,0.0201,16,0.882,595,177
2024-06-10,Morning,964,24,0.0249,99,0.889,757,168
2024-06-10,Evening,1130,53,0.0469,66,0.773,576,177
2024-06-10,Night,876,26,0.0297,16,0.907,729,187
2024-06-11,Morning,1021,29,0.0284,90,0.814,776,167
2024-06-11,Evening,891,37,0.0415,101,0.813,735,165
2024-06-11,Night,1064,41,0.0385,59,0.805,573,177
2024-06-12,Morning,1003,14,0.014,68,0.775,632,179
2024-06-12,Evening,1007,42,0.0417,100,0.851,549,156
2024-06-12,Night,1155,54,0.0468,75,0.862,682,198
2024-06-13,Morning,860,16,0.0186,74,0.791,790,161
2024-06-13,Evening,1081,17,0.0157,51,0.843,766,180
2024-06-13,Night,1001,11,0.011,65,0.773,604,197
2024-06-14,Morning,836,8,0.0096,18,0.826,602,179
2024-06-14,Evening,903,22,0.0244,117,0.922,724,155
2024-06-14,Night,1119,35,0.0313,118,0.971,754,186
2024-06-15,Morning,868,13,0.015,17,0.908,723,150
2024-06-15,Evening,1199,48,0.04,66,0.895,616,167
2024-06-15,Night,950,38,0.04,27,0.959,735,171
2024-06-16,Morning,936,13,0.0139,43,0.886,756,167
2024-06-16,Evening,987,49,0.0496,70,0.867,654,184
2024-06-16,Night,876,39,0.0445,100,0.966,553,164
2024-06-17,Morning,838,38,0.0453,44,0.831,798,174
2024-06-17,Evening,834,38,0.0456,13,0.86,798,169
2024-06-17,Night,1082,31,0.0287,59,0.904,713,172
2024-06-18,Morning,982,31,0.0316,26,0.919,584,183
2024-06-18,Evening,1062,16,0.0151,53,0.948,674,165
2024-06-18,Night,1083,19,0.0175,49,0.792,606,198
2024-06-19,Morning,1105,47,0.0425,117,0.978,665,175
2024-06-19,Evening,1137,12,0.0106,109,0.953,677,200
2024-06-19,Night,1125,12,0.0107,114,0.889,601,191
2024-06-20,Morning,1174,39,0.0332,27,0.904,613,185
2024-06-20,Evening,942,35,0.0372,104,0.813,795,194
2024-06-20,Night,1005,32,0.0318,118,0.914,579,153
2024-06-21,Morning,806,13,0.0161,45,0.835,724,199
2024-06-21,Evening,1121,14,0.0125,70,0.976,631,162
2024-06-21,Night,999,16,0.016,79,0.911,614,186
2024-06-22,Morning,807,17,0.0211,108,0.815,720,186
2024-06-22,Evening,978,48,0.0491,36,0.874,711,187
2024-06-22,Night,975,34,0.0349,116,0.752,591,181
2024-06-23,Morning,1200,13,0.0108,112,0.933,722,174
2024-06-23,Evening,901,36,0.04,78,0.862,566,170
2024-06-23,Night,951,16,0.0168,29,0.769,649,200
2024-06-24,Morning,846,26,0.0307,63,0.826,532,197
2024-06-24,Evening,883,23,0.026,110,0.918,586,182
2024-06-24,Night,991,15,0.0151,80,0.941,796,155
2024-06-25,Morning,1188,34,0.0286,32,0.975,592,196
2024-06-25,Evening,954,17,0.0178,91,0.978,604,175
2024-06-25,Night,1127,23,0.0204,104,0.799,735,186
2024-06-26,Morning,926,44,0.0475,31,0.787,666,156
2024-06-26,Evening,862,12,0.0139,87,0.971,702,196
2024-06-26,Night,971,34,0.035,89,0.76,684,157
2024-06-27,Morning,1168,32,0.0274,31,0.849,765,197
2024-06-27,Evening,885,17,0.0192,47,0.874,515,162
2024-06-27,Night,1148,31,0.027,35,0.892,750,167
2024-06-28,Morning,966,33,0.0342,59,0.958,536,161
2024-06-28,Evening,1169,56,0.0479,54,0.917,774,186
2024-06-28,Night,882,39,0.0442,0,0.98,613,193
2024-06-29,Morning,1062,48,0.0452,96,0.762,797,195
2024-06-29,Evening,1113,19,0.0171,22,0.971,514,170
2024-06-29,Night,1106,16,0.0145,9,0.752,655,174
2024-06-30,Morning,1066,26,0.0244,8,0.933,766,158
2024-06-30,Evening,1186,51,0.043,64,0.828,690,150
2024-06-30,Night,1079,30,0.0278,25,0.862,617,171
2024-07-01,Morning,1059,22,0.0208,45,0.766,799,159
2024-07-01,Evening,860,17,0.0198,30,0.936,734,198
2024-07-01,Night,1064,14,0.0132,17,0.768,611,168
2024-07-02,Morning,1039,19,0.0183,108,0.874,628,184
2024-07-02,Evening,1168,23,0.0197,78,0.965,745,189
2024-07-02,Night,992,16,0.0161,74,0.832,536,185
2024-07-03,Morning,1009,22,0.0218,32,0.786,782,179
2024-07-03,Evening,1185,53,0.0447,55,0.828,672,192
2024-07-03,Night,962,31,0.0322,33,0.815,792,151
2024-07-04,Morning,1131,43,0.038,79,0.764,519,179
2024-07-04,Evening,1117,49,0.0439,47,0.959,740,150
2024-07-04,Night,1156,16,0.0138,82,0.849,557,173
2024-07-05,Morning,878,22,0.0251,14,0.967,577,193
2024-07-05,Evening,1025,16,0.0156,67,0.916,536,167
2024-07-05,Night,1169,13,0.0111,46,0.94,704,185
2024-07-06,Morning,937,18,0.0192,10,0.9,787,173
2024-07-06,Evening,1104,48,0.0435,16,0.977,783,200
2024-07-06,Night,1087,42,0.0386,13,0.9,608,191
2024-07-07,Morning,1172,15,0.0128,21,0.78,584,177
2024-07-07,Evening,1173,49,0.0418,43,0.862,532,168
2024-07-07,Night,842,31,0.0368,111,0.772,784,156
2024-07-08,Morning,1094,47,0.043,60,0.754,713,169
2024-07-08,Evening,1058,34,0.0321,99,0.87,795,174
2024-07-08,Night,1005,39,0.0388,20,0.928,740,197
2024-07-09,Morning,968,17,0.0176,12,0.951,528,195
2024-07-09,Evening,1155,42,0.0364,50,0.962,588,164
2024-07-09,Night,842,41,0.0487,77,0.878,767,174
2024-07-10,Morning,1170,43,0.0368,67,0.947,605,158
2024-07-10,Evening,1113,13,0.0117,11,0.933,736,196
2024-07-10,Night,1163,46,0.0396,23,0.919,688,183
2024-07-11,Morning,998,47,0.0471,48,0.823,726,160
2024-07-11,Evening,1138,26,0.0228,113,0.901,762,191
2024-07-11,Night,1126,28,0.0249,61,0.838,618,176
2024-07-12,Morning,1069,27,0.0253,88,0.883,669,198
2024-07-12,Evening,1094,40,0.0366,55,0.78,582,192
2024-07-12,Night,1001,49,0.049,73,0.893,577,165
2024-07-13,Morning,1022,46,0.045,84,0.929,770,173
2024-07-13,Evening,898,30,0.0334,113,0.836,726,173
2024-07-13,Night,1072,36,0.0336,119,0.805,568,175
2024-07-14,Morning,865,40,0.0462,75,0.97,524,195
2024-07-14,Evening,1190,54,0.0454,93,0.96,602,181
2024-07-14,Night,1030,23,0.0223,96,0.817,733,161
2024-07-15,Morning,1020,18,0.0176,32,0.816,668,185
2024-07-15,Evening,806,38,0.0471,88,0.785,502,150
2024-07-15,Night,993,18,0.0181,18,0.973,653,168
2024-07-16,Morning,836,23,0.0275,47,0.907,759,159
2024-07-16,Evening,1136,51,0.0449,108,0.796,584,169
2024-07-16,Night,1174,18,0.0153,50,0.911,782,183
2024-07-17,Morning,951,13,0.0137,95,0.84,517,193
2024-07-17,Evening,819,14,0.0171,5,0.805,558,199
2024-07-17,Night,898,40,0.0445,0,0.941,536,179
2024-07-18,Morning,1098,15,0.0137,14,0.841,731,192
2024-07-18,Evening,845,21,0.0249,28,0.833,663,180
2024-07-18,Night,859,38,0.0442,30,0.797,748,190
2024-07-19,Morning,993,16,0.0161,71,0.965,779,199
2024-07-19,Evening,872,27,0.031,31,0.752,713,197
2024-07-19,Night,1025,16,0.0156,70,0.819,610,161
2024-07-20,Morning,910,18,0.0198,120,0.94,594,180
2024-07-20,Evening,842,28,0.0333,97,0.96,621,192
2024-07-20,Night,890,9,0.0101,59,0.885,556,158
2024-07-21,Morning,973,25,0.0257,99,0.924,713,178
2024-07-21,Evening,914,15,0.0164,33,0.833,527,152
2024-07-21,Night,903,9,0.01,61,0.959,792,173
2024-07-22,Morning,1019,42,0.0412,69,0.8,506,192
2024-07-22,Evening,962,31,0.0322,102,0.758,630,185
2024-07-22,Night,1107,47,0.0425,94,0.891,733,187
2024-07-23,Morning,1190,19,0.016,76,0.781,737,182
2024-07-23,Evening,884,23,0.026,95,0.971,551,151
2024-07-23,Night,929,44,0.0474,60,0.803,653,192
2024-07-24,Morning,1120,39,0.0348,92,0.805,795,156
2024-07-24,Evening,833,13,0.0156,88,0.787,641,151
2024-07-24,Night,998,15,0.015,13,0.771,548,163
2024-07-25,Morning,887,38,0.0428,69,0.763,507,156
2024-07-25,Evening,943,19,0.0201,7,0.857,730,200
2024-07-25,Night,1060,22,0.0208,55,0.951,629,171
2024-07-26,Morning,906,16,0.0177,5,0.833,687,184
2024-07-26,Evening,805,11,0.0137,42,0.784,749,190
2024-07-26,Night,855,21,0.0246,15,0.777,503,169
2024-07-27,Morning,1089,40,0.0367,64,0.958,578,193
2024-07-27,Evening,843,16,0.019,36,0.759,605,181
2024-07-27,Night,815,30,0.0368,74,0.776,517,188
2024-07-28,Morning,802,34,0.0424,78,0.931,607,197
2024-07-28,Evening,1052,48,0.0456,89,0.76,701,184
2024-07-28,Night,860,13,0.0151,45,0.845,676,196
2024-07-29,Morning,825,27,0.0327,64,0.852,585,198
2024-07-29,Evening,993,47,0.0473,58,0.785,517,152
2024-07-29,Night,1034,42,0.0406,78,0.905,641,197
2024-07-30,Morning,1164,37,0.0318,51,0.869,519,190
2024-07-30,Evening,851,12,0.0141,15,0.911,707,180
2024-07-30,Night,980,38,0.0388,93,0.78,582,159
2024-07-31,Morning,963,30,0.0312,18,0.847,673,187
2024-07-31,Evening,1164,35,0.0301,112,0.776,526,151
2024-07-31,Night,851,37,0.0435,15,0.786,571,174
2024-08-01,Morning,1026,25,0.0244,118,0.856,622,161
2024-08-01,Evening,1200,23,0.0192,15,0.755,750,183
2024-08-01,Night,1046,30,0.0287,1,0.957,556,197
2024-08-02,Morning,859,26,0.0303,14,0.814,785,192
2024-08-02,Evening,871,17,0.0195,51,0.78,696,197
2024-08-02,Night,1094,31,0.0283,112,0.863,667,166
2024-08-03,Morning,966,40,0.0414,42,0.893,738,169
2024-08-03,Evening,1009,32,0.0317,27,0.94,673,185
2024-08-03,Night,1073,48,0.0447,85,0.751,602,197
2024-08-04,Morning,1103,52,0.0471,46,0.927,513,173
2024-08-04,Evening,943,12,0.0127,53,0.917,600,192
2024-08-04,Night,1158,39,0.0337,21,0.771,635,192
2024-08-05,Morning,805,14,0.0174,9,0.754,506,160
2024-08-05,Evening,1017,24,0.0236,102,0.865,792,171
2024-08-05,Night,863,14,0.0162,25,0.9,725,200
2024-08-06,Morning,1103,34,0.0308,56,0.8,602,156
2024-08-06,Evening,876,23,0.0263,0,0.873,764,199
2024-08-06,Night,1141,33,0.0289,90,0.757,612,176
2024-08-07,Morning,839,31,0.0369,105,0.759,662,199
2024-08-07,Evening,997,14,0.014,110,0.785,624,172
2024-08-07,Night,937,29,0.0309,100,0.822,699,185
2024-08-08,Morning,998,17,0.017,17,0.901,683,166
2024-08-08,Evening,869,21,0.0242,100,0.842,556,156
2024-08-08,Night,1014,31,0.0306,70,0.908,740,191
2024-08-09,Morning,960,18,0.0187,77,0.814,698,180
2024-08-09,Evening,1074,10,0.0093,74,0.94,733,193
2024-08-09,Night,866,8,0.0092,105,0.937,773,193
2024-08-10,Morning,984,29,0.0295,31,0.904,592,150
2024-08-10,Evening,812,9,0.0111,24,0.846,671,186
2024-08-10,Night,881,36,0.0409,83,0.933,599,152
2024-08-11,Morning,882,28,0.0317,94,0.848,582,163
2024-08-11,Evening,884,18,0.0204,7,0.807,655,185
2024-08-11,Night,909,27,0.0297,116,0.776,727,165
2024-08-12,Morning,830,35,0.0422,36,0.794,573,152
2024-08-12,Evening,968,12,0.0124,61,0.935,501,187
2024-08-12,Night,914,25,0.0274,12,0.92,629,153
2024-08-13,Morning,1079,22,0.0204,46,0.894,548,188
2024-08-13,Evening,1003,17,0.0169,19,0.848,580,167
2024-08-13,Night,1152,33,0.0286,54,0.752,554,179
2024-08-14,Morning,1052,25,0.0238,112,0.861,601,184
2024-08-14,Evening,835,29,0.0347,96,0.877,739,194
2024-08-14,Night,1136,56,0.0493,82,0.963,696,179
2024-08-15,Morning,957,45,0.047,8,0.894,601,184
2024-08-15,Evening,975,41,0.0421,18,0.896,535,168
2024-08-15,Night,1129,13,0.0115,12,0.942,788,175
2024-08-16,Morning,1030,27,0.0262,86,0.807,657,167
2024-08-16,Evening,1057,44,0.0416,26,0.9,798,191
2024-08-16,Night,950,42,0.0442,35,0.965,515,158
2024-08-17,Morning,992,23,0.0232,23,0.75,606,197
2024-08-17,Evening,1166,43,0.0369,19,0.896,597,179
2024-08-17,Night,1185,22,0.0186,72,0.833,646,199
2024-08-18,Morning,1029,46,0.0447,51,0.838,550,177
2024-08-18,Evening,1121,14,0.0125,51,0.913,510,163
2024-08-18,Night,1121,19,0.0169,90,0.956,571,192
2024-08-19,Morning,952,31,0.0326,117,0.802,675,169
2024-08-19,Evening,936,44,0.047,58,0.972,549,155
2024-08-19,Night,927,38,0.041,11,0.902,579,173
2024-08-20,Morning,875,25,0.0286,101,0.925,581,173
2024-08-20,Evening,977,14,0.0143,2,0.917,679,167
2024-08-20,Night,1153,22,0.0191,97,0.842,565,165
2024-08-21,Morning,936,9,0.0096,119,0.868,567,178
2024-08-21,Evening,1065,18,0.0169,114,0.845,735,154
2024-08-21,Night,1076,22,0.0204,11,0.908,759,150
2024-08-22,Morning,922,42,0.0456,97,0.812,684,189
2024-08-22,Evening,1157,21,0.0182,53,0.918,787,154
2024-08-22,Night,1198,50,0.0417,24,0.817,743,157
2024-08-23,Morning,974,46,0.0472,113,0.758,544,191
2024-08-23,Evening,1000,39,0.039,51,0.804,733,156
2024-08-23,Night,1192,39,0.0327,87,0.913,561,150
2024-08-24,Morning,1027,37,0.036,107,0.758,625,180
2024-08-24,Evening,1078,52,0.0482,25,0.789,624,174
2024-08-24,Night,1010,25,0.0248,109,0.807,550,156
2024-08-25,Morning,1090,35,0.0321,70,0.939,643,158
2024-08-25,Evening,943,22,0.0233,119,0.808,699,194
2024-08-25,Night,1139,45,0.0395,84,0.904,656,191
2024-08-26,Morning,810,26,0.0321,1,0.771,571,179
2024-08-26,Evening,982,28,0.0285,100,0.811,648,182
2024-08-26,Night,1022,40,0.0391,105,0.974,684,194
2024-08-27,Morning,905,42,0.0464,65,0.979,748,166
2024-08-27,Evening,1014,25,0.0247,32,0.775,526,171
2024-08-27,Night,999,38,0.038,117,0.799,682,156
2024-08-28,Morning,1101,39,0.0354,68,0.892,621,182
2024-08-28,Evening,988,13,0.0132,14,0.761,604,195
2024-08-28,Night,1187,28,0.0236,114,0.969,775,194
2024-08-29,Morning,1160,50,0.0431,33,0.818,580,150
2024-08-29,Evening,972,17,0.0175,32,0.928,719,200
2024-08-29,Night,1119,11,0.0098,16,0.805,721,158
2024-08-30,Morning,879,26,0.0296,75,0.863,556,181
2024-08-30,Evening,825,28,0.0339,109,0.783,578,157
2024-08-30,Night,895,10,0.0112,51,0.917,553,172
2024-08-31,Morning,1029,34,0.033,56,0.795,581,156
2024-08-31,Evening,1060,34,0.0321,77,0.978,686,156
2024-08-31,Night,1180,28,0.0237,77,0.85,661,151
2024-09-01,Morning,832,36,0.0433,117,0.894,661,199
2024-09-01,Evening,1000,18,0.018,19,0.795,670,192
2024-09-01,Night,879,28,0.0319,49,0.895,655,167
2024-09-02,Morning,1183,56,0.0473,89,0.922,567,188
2024-09-02,Evening,973,28,0.0288,120,0.854,723,198
2024-09-02,Night,1017,29,0.0285,104,0.828,681,171
2024-09-03,Morning,1039,33,0.0318,32,0.864,672,173
2024-09-03,Evening,833,34,0.0408,110,0.856,608,183
2024-09-03,Night,1142,52,0.0455,111,0.802,514,166
2024-09-04,Morning,914,25,0.0274,47,0.951,740,168
2024-09-04,Evening,1060,25,0.0236,10,0.923,535,165
2024-09-04,Night,1180,36,0.0305,17,0.812,706,153
2024-09-05,Morning,806,15,0.0186,116,0.811,641,171
2024-09-05,Evening,869,22,0.0253,23,0.906,684,161
2024-09-05,Night,935,30,0.0321,49,0.897,773,160
2024-09-06,Morning,813,9,0.0111,19,0.818,562,158
2024-09-06,Evening,963,16,0.0166,31,0.947,555,193
2024-09-06,Night,893,35,0.0392,80,0.945,544,193
2024-09-07,Morning,1168,22,0.0188,118,0.788,784,175
2024-09-07,Evening,1142,24,0.021,22,0.753,793,175
2024-09-07,Night,1056,11,0.0104,26,0.949,544,192
2024-09-08,Morning,979,44,0.0449,16,0.819,769,185
2024-09-08,Evening,952,35,0.0368,120,0.88,743,193
2024-09-08,Night,1048,51,0.0487,90,0.958,775,156
2024-09-09,Morning,815,32,0.0393,101,0.886,655,197
